"Form type","Form description","Filing date","Reporting date","Act","Film number(s)","File number(s)","Accession number","Size"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2001-07-19","2001-06-30","","1684733","","0000314957-01-500010","6175"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2001-04-27","2001-03-31","","1613726","","0000314957-01-500007","6862"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2001-02-09","2000-12-31","","1530342","","0000314957-01-500003","8588"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2000-11-06","2000-09-30","","753943","","0000314957-00-500010","9179"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2000-08-10","2000-07-31","","690642","","0000314957-00-500006","9706"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2000-04-19","2000-03-31","","605104","","0000314957-00-000002","15637"
"13F-HR","Quarterly report filed by institutional managers, Holdings","2000-02-04","1999-12-31","","524541","","0000314957-00-000001","15773"
"13F-HR","Quarterly report filed by institutional managers, Holdings","1999-11-10","1999-06-30","","99748677","","0000314957-99-000005","8300"
"13F-HR","Quarterly report filed by institutional managers, Holdings","1999-11-09","1999-09-30","","99743826","","0000314957-99-000004","9553"
"13F-HR","Quarterly report filed by institutional managers, Holdings","1999-04-29","1999-03-31","","99605240","","0001082914-99-000001","13309"
